# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
9.4362,2124.6,176.41,-20.889,176.51,20.897,61.154,0.013869,61.154,0.012994,5.772,0.57535,28.61,-80.599,9.7856,0.021301,-7.3619e-6,1.9129,0.18058,13661,0,9.834,0.046379,201.14,157.97,2.7364,0.53186,28500834,0,151.86,0.50116,0.50116,0.27481,0.069581,0.15677,0.002655,0.0071803,-2.0696e-4,0,0,0,0,1.2348e-4,0.022602,15.776,195.47,87.452,-0.014813,NaN,1.1898,782.95,332.02,0.05,0.04645
9.4862,2133.4,175.37,-20.748,175.46,20.752,61.442,0.014064,61.442,0.013115,5.7498,0.39584,28.61,-80.599,9.7856,0.048437,-7.3937e-6,-1.7831,0.073742,13661,0,9.834,0.046379,201.05,157.97,2.7305,0.52879,28313095,0,149.83,0.50076,0.50076,0.2749,0.069509,0.15635,0.0060452,0.01668,1.6497e-4,0,0,0,0,-1.0856e-4,0.022469,15.776,195.47,87.358,-0.013302,NaN,1.1327,782.11,331.99,0.05,0.046611
9.5362,2142.2,174.34,-20.609,174.43,20.61,61.729,0.014248,61.729,0.013224,5.733,0.25604,28.61,-80.599,9.7856,0.10375,-7.427e-6,-1.4483,0.029543,13661,0,9.834,0.046379,200.88,157.97,2.7196,0.52574,28126889,0,147.83,0.50036,0.50038,0.27499,0.069437,0.15593,0.012987,0.035018,1.7148e-4,0,0,0,0,-7.2472e-5,0.022336,15.776,195.47,87.276,-0.0043678,NaN,1.0758,781.27,331.95,0.05,0.04677
9.5862,2150.9,173.31,-20.469,173.4,20.47,62.016,0.014423,62.016,0.013326,5.7228,0.1721,28.61,-80.599,9.7856,0.13775,-7.3896e-6,-0.87268,0.018766,13661,0,9.834,0.046379,200.77,157.97,2.7126,0.5227,27942095,0,145.86,0.49997,0.5,0.27508,0.069366,0.15552,0.017272,0.046411,-1.9318e-4,0,0,0,0,-2.6623e-5,0.022205,15.776,195.47,87.218,0.0083839,NaN,1.0193,780.43,331.92,0.05,0.046924
9.6362,2159.5,172.29,-20.326,172.38,20.327,62.302,0.014595,62.302,0.013422,5.7143,0.17957,28.61,-80.599,9.7855,0.13599,-7.3511e-6,-0.24266,0.016313,13661,0,9.834,0.046379,200.76,157.97,2.712,0.51969,27758880,0,143.92,0.49958,0.49961,0.27517,0.069296,0.15511,0.017045,0.046644,-3.0143e-4,0,0,0,0,-2.0829e-6,0.022075,15.776,195.47,87.19,0.024578,NaN,0.96318,779.6,331.88,0.05,0.047076
9.6862,2168.1,171.28,-20.181,171.37,20.183,62.587,0.014768,62.587,0.013519,5.7032,0.28086,28.61,-80.599,9.7855,0.096277,-7.4039e-6,0.28798,0.015383,13661,0,9.834,0.046379,200.85,157.97,2.7181,0.51671,27577336,0,142.01,0.49919,0.49921,0.27526,0.069227,0.15471,0.012038,0.032293,3.1441e-4,0,0,0,0,2.9681e-6,0.021945,15.776,195.47,87.192,0.040119,NaN,0.90735,778.77,331.85,0.05,0.047235
9.7362,2176.6,170.27,-20.038,170.37,20.042,62.872,0.014945,62.872,0.01362,5.6865,0.37844,28.61,-80.599,9.7855,0.055344,-7.5641e-6,0.61223,0.022107,13661,0,9.834,0.046379,200.95,157.97,2.7244,0.51373,27396822,0,140.12,0.49881,0.49882,0.27534,0.069159,0.15431,0.0069026,0.018882,3.1545e-4,0,0,0,0,1.3573e-5,0.021816,15.776,195.47,87.215,0.051056,NaN,0.85184,777.95,331.82,0.05,0.047396
9.7862,2185.1,169.27,-19.898,169.37,19.903,63.156,0.015131,63.156,0.013727,5.6658,0.43931,28.61,-80.599,9.7855,0.026914,-7.525e-6,0.78349,0.046909,13661,0,9.834,0.046379,201.02,157.97,2.7286,0.51077,27217202,0,138.26,0.49844,0.49844,0.27543,0.069092,0.15392,0.0033507,0.0088012,-3.93e-4,0,0,0,0,2.2492e-5,0.021688,15.776,195.47,87.251,0.057766,NaN,0.79667,777.13,331.78,0.05,0.047547
9.8362,2193.6,168.28,-19.759,168.38,19.767,63.439,0.015325,63.439,0.013841,5.6414,0.55087,28.61,-80.599,9.7854,0.023055,-7.5099e-6,-0.80654,0.053809,13661,0,9.834,0.046379,201.02,157.97,2.7284,0.50783,27039382,0,136.43,0.49807,0.49807,0.27552,0.069025,0.15353,0.002869,0.007965,-1.1217e-4,0,0,0,0,-2.4116e-5,0.021561,15.776,195.47,87.291,0.059953,NaN,0.74182,776.32,331.75,0.05,0.047706
9.8862,2202,167.3,-19.621,167.39,19.633,63.72,0.015528,63.72,0.013963,5.6103,0.69467,28.61,-80.599,9.7854,0.086502,-7.4619e-6,-0.57684,0.013401,13661,0,9.834,0.046379,200.83,157.97,2.7163,0.50492,26863408,0,134.63,0.4977,0.49771,0.2756,0.06896,0.15314,0.010801,0.029499,-2.5167e-4,0,0,0,0,-1.2481e-5,0.021435,15.776,195.47,87.327,0.056168,NaN,0.68729,775.51,331.72,0.05,0.04786
9.9362,2210.3,166.32,-19.489,166.41,19.503,63.999,0.015739,63.999,0.01409,5.5742,0.72206,28.61,-80.599,9.7854,0.10258,-7.5881e-6,-0.15781,0.013177,13661,0,9.834,0.046379,200.77,157.97,2.7126,0.50202,26688145,0,132.86,0.49734,0.49736,0.27568,0.068895,0.15276,0.012818,0.035084,-3.8163e-4,0,0,0,0,-9.4516e-7,0.02131,15.776,195.47,87.346,0.04665,NaN,0.63307,774.71,331.68,0.05,0.048013
9.9862,2218.6,165.35,-19.363,165.44,19.375,64.277,0.015953,64.277,0.01422,5.5393,0.66282,28.61,-80.599,9.7854,0.081779,-7.5684e-6,0.2318,0.011514,13661,0,9.834,0.046379,200.81,157.97,2.7155,0.49913,26513860,0,131.1,0.49698,0.49699,0.27576,0.06883,0.15239,0.010205,0.027738,1.1681e-4,0,0,0,0,2.0633e-6,0.021185,15.776,195.47,87.343,0.032712,NaN,0.57918,773.91,331.65,0.05,0.048169
10.036,2226.8,164.38,-19.243,164.47,19.25,64.553,0.016168,64.553,0.014351,5.5096,0.5108,28.61,-80.599,9.7853,0.020195,-7.5456e-6,0.45955,0.019299,13661,0,9.834,0.046379,200.97,157.97,2.7256,0.49625,2.634e7,0,129.36,0.49662,0.49663,0.27584,0.068767,0.15201,0.0025107,0.0066624,-3.9859e-4,0,0,0,0,8.2058e-6,0.021062,15.776,195.47,87.325,0.021937,NaN,0.5256,773.12,331.62,0.05,0.048371
10.086,2235,163.42,-19.123,163.52,19.127,64.828,0.016381,64.828,0.014478,5.487,0.41319,28.61,-80.599,9.7853,0.020396,-7.5453e-6,-0.43953,0.011742,13661,0,9.834,0.046379,200.96,157.97,2.7248,0.49339,26168649,0,127.66,0.49627,0.49628,0.27592,0.068704,0.15165,0.0025352,0.0066226,-2.8383e-5,0,0,0,0,-7.5949e-6,0.020939,15.776,195.47,87.302,0.01273,NaN,0.47233,772.33,331.59,0.05,0.048523
10.136,2243.2,162.47,-18.999,162.56,19.004,65.102,0.01659,65.102,0.014601,5.4663,0.43705,28.61,-80.599,9.7853,0.0092069,-7.5456e-6,-0.35762,0.039815,13661,0,9.834,0.046379,200.98,157.97,2.7261,0.49058,25999269,0,125.99,0.49593,0.49593,0.276,0.068642,0.15129,0.0011435,0.0030231,2.4009e-5,0,0,0,0,-5.0868e-6,0.020817,15.776,195.47,87.282,0.0078724,NaN,0.41937,771.55,331.55,0.05,0.048677
10.186,2251.3,161.52,-18.879,161.62,18.884,65.375,0.016793,65.375,0.014718,5.4444,0.41912,28.61,-80.599,9.7853,0.015802,-7.5682e-6,-0.32784,0.02285,13661,0,9.834,0.046379,200.95,157.97,2.7241,0.48777,25830722,0,124.34,0.49559,0.49559,0.27608,0.068581,0.15093,0.0019629,0.0048992,-8.782e-5,0,0,0,0,-4.325e-6,0.020696,15.776,195.47,87.265,0.0064401,NaN,0.36672,770.77,331.52,0.05,0.048829
10.236,2259.3,160.58,-18.767,160.67,18.769,65.647,0.016991,65.647,0.01483,5.4271,0.2423,28.61,-80.599,9.7852,0.092482,-7.7349e-6,-0.14955,0.0064016,13661,0,9.834,0.046379,200.72,157.97,2.7097,0.48495,25661826,0,122.7,0.49525,0.49526,0.27616,0.068521,0.15057,0.011536,0.031322,-4.8975e-4,0,0,0,0,-9.1073e-7,0.020575,15.776,195.47,87.252,0.008437,NaN,0.31438,769.99,331.49,0.05,0.049084
10.286,2267.3,159.65,-18.652,159.74,18.653,65.918,0.017184,65.918,0.014937,5.4172,0.19801,28.61,-80.599,9.7852,0.11061,-7.7347e-6,0.27489,0.010711,13661,0,9.834,0.046379,200.66,157.97,2.7057,0.48216,25495023,0,121.09,0.49492,0.49494,0.27623,0.068461,0.15022,0.013809,0.037567,-2.6728e-4,0,0,0,0,3.113e-6,0.020455,15.776,195.47,87.254,0.017531,NaN,0.26234,769.22,331.46,0.05,0.049268
10.336,2275.3,158.72,-18.535,158.81,18.536,66.188,0.017375,66.188,0.015041,5.4069,0.20988,28.61,-80.599,9.7852,0.10246,-7.7259e-6,0.67466,0.014376,13661,0,9.834,0.046379,200.67,157.97,2.7064,0.47939,2.533e7,0,119.51,0.49459,0.4946,0.27631,0.068402,0.14988,0.012783,0.034726,1.1004e-4,0,0,0,0,1.8973e-5,0.020336,15.776,195.47,87.278,0.031922,NaN,0.21061,768.45,331.43,0.05,0.049424
10.386,2283.2,157.79,-18.412,157.89,18.416,66.458,0.017567,66.458,0.015145,5.3927,0.40127,28.61,-80.599,9.7852,0.010504,-7.6827e-6,0.9239,0.071398,13661,0,9.834,0.046379,200.92,157.97,2.7221,0.47667,25166662,0,117.95,0.49426,0.49426,0.27638,0.068344,0.14954,0.0013035,0.0035282,1.7084e-4,0,0,0,0,3.5995e-5,0.020218,15.776,195.47,87.32,0.044848,NaN,0.15918,767.69,331.4,0.05,0.049579
10.436,2291.1,156.88,-18.292,156.97,18.301,66.727,0.017763,66.727,0.015252,5.3679,0.56526,28.61,-80.599,9.7851,0.071408,-7.76e-6,-0.79334,0.0053942,13661,0,9.834,0.046379,200.74,157.97,2.7105,0.47395,25004763,0,116.42,0.49395,0.49395,0.27646,0.068287,0.1492,0.0088904,0.023834,4.3337e-4,0,0,0,0,-2.6851e-5,0.020101,15.776,195.47,87.364,0.055169,NaN,0.10804,766.94,331.36,0.05,0.04974
10.486,2298.9,155.96,-18.177,156.06,18.19,66.995,0.017965,66.995,0.015364,5.3368,0.67742,28.61,-80.599,9.7851,0.12942,-7.7503e-6,-0.42494,-2.4277e-4,13661,0,9.834,0.046379,200.56,157.97,2.6995,0.47125,24843843,0,114.92,0.49363,0.49365,0.27653,0.06823,0.14887,0.016164,0.043655,5.2157e-5,0,0,0,0,-7.7936e-6,0.019984,15.776,195.47,87.395,0.062481,NaN,0.057206,766.18,331.33,0.05,0.049928
10.536,2306.7,155.06,-18.067,155.15,18.08,67.261,0.018173,67.261,0.015481,5.3021,0.6863,28.61,-80.599,9.7851,0.13825,-7.8275e-6,0.075815,-5.1841e-4,13661,0,9.834,0.046379,200.53,157.97,2.6973,0.46856,24683538,0,113.43,0.49332,0.49334,0.2766,0.068174,0.14854,0.017272,0.046844,4.2821e-4,0,0,0,0,2.5099e-7,0.019868,15.776,195.47,87.404,0.065408,NaN,0.006665,765.43,331.3,0.05,0.050073
10.586,2314.4,154.16,-17.96,154.25,17.972,67.525,0.018389,67.525,0.015603,5.2685,0.65672,28.61,-80.599,9.7851,0.12715,-7.827e-6,0.54643,-0.0040817,13661,0,9.834,0.046379,200.55,157.97,2.6986,0.46588,24524452,0,111.95,0.49301,0.49303,0.27667,0.068119,0.14822,0.015872,0.042873,3.2615e-4,0,0,0,0,1.3191e-5,0.019752,15.776,195.47,87.388,0.06451,NaN,-0.043582,764.69,331.27,0.05,0.050248
10.636,2322.1,153.26,-17.856,153.35,17.866,67.788,0.018611,67.788,0.01573,5.2366,0.62284,28.61,-80.599,9.785,0.1121,-7.772e-6,0.96555,-0.0062956,13661,0,9.834,0.046379,200.58,157.97,2.7005,0.46323,24366845,0,110.51,0.4927,0.49272,0.27674,0.068064,0.1479,0.01398,0.037599,3.0337e-4,0,0,0,0,4.1667e-5,0.019637,15.776,195.47,87.35,0.060754,NaN,-0.093538,763.95,331.24,0.05,0.050422
10.686,2329.7,152.37,-17.754,152.46,17.763,68.049,0.018839,68.049,0.015862,5.2073,0.5376,28.61,-80.599,9.785,0.070021,-7.6884e-6,1.2863,-0.0095293,13661,0,9.834,0.046379,200.68,157.97,2.7073,0.46058,2.421e7,0,109.07,0.4924,0.49241,0.27681,0.06801,0.14758,0.0087097,0.023068,-4.9922e-4,0,0,0,0,7.4814e-5,0.019523,15.776,195.47,87.293,0.05486,NaN,-0.1432,763.22,331.21,0.05,0.050569
10.736,2337.3,151.49,-17.657,151.58,17.662,68.309,0.019071,68.309,0.015996,5.1835,0.40952,28.61,-80.599,9.785,0.004343,-7.6703e-6,1.4101,-0.12584,13661,0,9.834,0.046379,200.86,157.97,2.7184,0.45795,24054255,0,107.66,0.4921,0.4921,0.27688,0.067957,0.14726,5.381e-4,0.0011517,9.6493e-5,0,0,0,0,9.0955e-5,0.01941,15.776,195.47,87.225,0.04503,NaN,-0.19258,762.48,331.18,0.05,0.050735
10.786,2344.9,150.61,-17.561,150.69,17.563,68.568,0.019305,68.568,0.016132,5.166,0.29362,28.61,-80.599,9.785,0.056892,-7.6525e-6,-1.321,-0.0083033,13661,0,9.834,0.046379,200.7,157.97,2.7083,0.45533,23899489,0,106.27,0.4918,0.49181,0.27695,0.067904,0.14695,0.0070691,0.019611,-3.1468e-5,0,0,0,0,-8.0761e-5,0.019297,15.776,195.47,87.156,0.034019,NaN,-0.24167,761.76,331.15,0.05,0.050886
10.836,2352.4,149.73,-17.464,149.82,17.465,68.825,0.01954,68.825,0.016266,5.1533,0.22553,28.61,-80.599,9.785,0.094066,-7.5807e-6,-1.0601,-0.0013027,13661,0,9.834,0.046379,200.59,157.97,2.7011,0.45273,23746038,0,104.9,0.49151,0.49152,0.27701,0.067852,0.14665,0.011711,0.031708,3.8226e-4,0,0,0,0,-5.2623e-5,0.019185,15.776,195.47,87.096,0.024033,NaN,-0.29047,761.03,331.12,0.05,0.051042
10.886,2359.8,148.86,-17.368,148.95,17.369,69.083,0.019772,69.083,0.016398,5.1434,0.16621,28.61,-80.599,9.7849,0.12634,-7.4416e-6,-0.69901,1.3458e-5,13661,0,9.834,0.046379,200.49,157.97,2.6947,0.45015,23593385,0,103.55,0.49122,0.49124,0.27708,0.0678,0.14634,0.015755,0.042729,-2.7184e-4,0,0,0,0,-2.3146e-5,0.019074,15.776,195.47,87.051,0.017252,NaN,-0.339,760.32,331.09,0.05,0.051193
10.936,2367.3,147.99,-17.273,148.08,17.273,69.34,0.02,69.34,0.016526,5.1367,0.099955,28.61,-80.599,9.7849,0.16146,-7.5078e-6,-0.23482,3.6114e-4,13661,0,9.834,0.046379,200.38,157.97,2.6879,0.44756,23441259,0,102.21,0.49093,0.49097,0.27714,0.067749,0.14604,0.020173,0.05457,-3.6401e-4,0,0,0,0,-2.6428e-6,0.018963,15.776,195.47,87.028,0.014017,NaN,-0.38723,759.6,331.06,0.05,0.051341
10.986,2374.6,147.13,-17.175,147.22,17.176,69.597,0.020225,69.597,0.01665,5.1318,0.12039,28.61,-80.599,9.7849,0.1499,-7.5503e-6,0.28243,-0.002481,13661,0,9.834,0.046379,200.4,157.97,2.6893,0.445,23290570,0,100.89,0.49065,0.49068,0.27721,0.067699,0.14574,0.018712,0.05068,8.671e-7,0,0,0,0,3.8679e-6,0.018853,15.776,195.47,87.029,0.013811,NaN,-0.43519,758.89,331.04,0.05,0.051495
11.036,2382,146.28,-17.077,146.37,17.078,69.853,0.020445,69.853,0.01677,5.1245,0.16715,28.61,-80.599,9.7849,0.12229,-7.2968e-6,0.71001,-0.0027083,13661,0,9.834,0.046379,200.47,157.97,2.6935,0.44245,23140747,0,99.582,0.49037,0.49039,0.27727,0.067649,0.14545,0.015239,0.041201,-2.7272e-4,0,0,0,0,2.4731e-5,0.018743,15.776,195.47,87.054,0.014919,NaN,-0.48287,758.19,331.01,0.05,0.051645
11.086,2389.3,145.42,-16.976,145.51,16.979,70.109,0.020662,70.109,0.016885,5.1134,0.29798,28.61,-80.599,9.7848,0.046718,-7.241e-6,0.99195,-0.0092823,13661,0,9.834,0.046379,200.67,157.97,2.7063,0.43993,22992536,0,98.298,0.49009,0.4901,0.27734,0.0676,0.14516,0.0057962,0.015215,2.409e-4,0,0,0,0,4.8836e-5,0.018634,15.776,195.47,87.098,0.019783,NaN,-0.53027,757.48,330.98,0.05,0.051796
11.136,2396.5,144.58,-16.878,144.67,16.883,70.364,0.020876,70.364,0.016999,5.0956,0.39698,28.61,-80.599,9.7848,0.014044,-7.2399e-6,-1.0299,-0.036009,13661,0,9.834,0.046379,200.75,157.97,2.7115,0.43741,22844903,0,97.032,0.48982,0.48982,0.2774,0.067551,0.14487,0.0017389,0.0043696,6.9116e-5,0,0,0,0,-5.3264e-5,0.018526,15.776,195.47,87.149,0.025273,NaN,-0.5774,756.79,330.95,0.05,0.051941
11.186,2403.7,143.74,-16.782,143.83,16.789,70.618,0.021089,70.618,0.01711,5.0732,0.50882,28.61,-80.599,9.7848,0.083032,-7.2285e-6,-0.89012,-0.0082617,13661,0,9.834,0.046379,200.55,157.97,2.6987,0.43491,22698480,0,95.786,0.48955,0.48956,0.27746,0.067503,0.14459,0.01032,0.027621,4.0745e-5,0,0,0,0,-4.0251e-5,0.018418,15.776,195.47,87.198,0.031563,NaN,-0.62425,756.09,330.92,0.05,0.052088
11.236,2410.9,142.9,-16.687,142.99,16.698,70.871,0.021301,70.871,0.017221,5.0451,0.60929,28.61,-80.599,9.7848,0.14584,-7.1551e-6,-0.54002,-0.0052181,13661,0,9.834,0.046379,200.36,157.97,2.687,0.43242,22553168,0,94.561,0.48928,0.48932,0.27752,0.067455,0.14431,0.018188,0.048526,-9.3243e-5,0,0,0,0,-1.4988e-5,0.018311,15.776,195.47,87.234,0.038291,NaN,-0.67083,755.4,330.89,0.05,0.052257
11.286,2418,142.07,-16.599,142.16,16.609,71.123,0.021514,71.123,0.017332,5.0147,0.57359,28.61,-80.599,9.7847,0.13092,-7.0645e-6,-0.10575,-0.0056945,13661,0,9.834,0.046379,200.4,157.97,2.689,0.42993,22407672,0,93.337,0.48902,0.48904,0.27758,0.067408,0.14403,0.016312,0.043407,4.3088e-4,0,0,0,0,-5.8158e-7,0.018204,15.776,195.47,87.25,0.04462,NaN,-0.71713,754.72,330.86,0.05,0.052405
11.336,2425.1,141.24,-16.513,141.33,16.521,71.373,0.02173,71.373,0.017444,4.9875,0.52205,28.61,-80.599,9.7847,0.10501,-7.2467e-6,0.23357,-0.0062735,13661,0,9.834,0.046379,200.46,157.97,2.693,0.42745,22263262,0,92.13,0.48876,0.48877,0.27764,0.067361,0.14375,0.013062,0.035603,2.5287e-4,0,0,0,0,2.8705e-6,0.018098,15.776,195.47,87.247,0.050575,NaN,-0.76317,754.03,330.84,0.05,0.052602
11.386,2432.1,140.42,-16.426,140.5,16.434,71.622,0.021948,71.622,0.017558,4.9615,0.53476,28.61,-80.599,9.7847,0.11497,-7.2407e-6,0.53758,-0.0040875,13661,0,9.834,0.046379,200.42,157.97,2.6907,0.425,22120763,0,90.95,0.4885,0.48852,0.2777,0.067315,0.14348,0.014308,0.038143,7.3982e-5,0,0,0,0,1.5384e-5,0.017992,15.776,195.47,87.228,0.053,NaN,-0.80894,753.36,330.81,0.05,0.052753
11.436,2439.1,139.6,-16.341,139.68,16.349,71.869,0.02217,71.869,0.017675,4.9351,0.50721,28.61,-80.599,9.7847,0.10018,-7.2842e-6,0.85613,-0.0067773,13661,0,9.834,0.046379,200.45,157.97,2.6927,0.42257,21978992,0,89.781,0.48824,0.48826,0.27776,0.06727,0.14321,0.012455,0.033247,-3.4108e-5,0,0,0,0,3.9475e-5,0.017888,15.776,195.47,87.193,0.052854,NaN,-0.85444,752.68,330.78,0.05,0.052939
11.486,2446.1,138.78,-16.263,138.87,16.267,72.115,0.022395,72.115,0.017793,4.9125,0.37405,28.61,-80.599,9.7847,0.020148,-7.2521e-6,1.0405,-0.032035,13661,0,9.834,0.046379,200.67,157.97,2.7064,0.42012,21837081,0,88.618,0.48799,0.48799,0.27782,0.067224,0.14295,0.002493,0.0069878,-1.4625e-4,0,0,0,0,5.8993e-5,0.017783,15.776,195.47,87.144,0.050909,NaN,-0.89968,752.01,330.75,0.05,0.053092
11.536,2453,137.97,-16.185,138.06,16.187,72.361,0.022623,72.361,0.017913,4.8971,0.25682,28.61,-80.599,9.7846,0.052688,-7.2187e-6,-0.98656,-0.012773,13661,0,9.834,0.046379,200.57,157.97,2.7,0.4177,21696210,0,87.474,0.48774,0.48774,0.27787,0.067179,0.14268,0.0065307,0.018092,4.739e-4,0,0,0,0,-5.3667e-5,0.017679,15.776,195.47,87.093,0.047054,NaN,-0.94465,751.35,330.73,0.05,0.05324
11.586,2459.9,137.16,-16.103,137.25,16.105,72.605,0.022853,72.605,0.018035,4.885,0.24577,28.61,-80.599,9.7846,0.060641,-7.2169e-6,-0.81157,-0.0084459,13661,0,9.834,0.046379,200.54,157.97,2.6981,0.4153,21557286,0,86.354,0.48749,0.48749,0.27793,0.067135,0.14242,0.0075189,0.02033,3.5798e-4,0,0,0,0,-3.6744e-5,0.017576,15.776,195.47,87.048,0.041732,NaN,-0.98936,750.68,330.7,0.05,0.053394
11.636,2466.7,136.36,-16.023,136.45,16.025,72.849,0.023085,72.849,0.018156,4.8731,0.21927,28.61,-80.599,9.7846,0.077843,-7.1625e-6,-0.63539,-0.0056529,13661,0,9.834,0.046379,200.48,157.97,2.6945,0.41291,21418876,0,85.245,0.48724,0.48725,0.27799,0.067092,0.14216,0.00966,0.026041,-3.5741e-4,0,0,0,0,-2.2788e-5,0.017473,15.776,195.47,87.011,0.035392,NaN,-1.0338,750.03,330.67,0.05,0.053544
11.686,2473.5,135.56,-15.945,135.65,15.946,73.092,0.023316,73.092,0.018277,4.8631,0.18378,28.61,-80.599,9.7846,0.10039,-7.0619e-6,-0.39559,-0.0045232,13661,0,9.834,0.046379,200.41,157.97,2.6899,0.41052,21280997,0,84.149,0.487,0.48702,0.27804,0.067049,0.14191,0.012473,0.033596,-2.4311e-4,0,0,0,0,-8.9373e-6,0.017371,15.776,195.47,86.985,0.029361,NaN,-1.078,749.37,330.65,0.05,0.05368
11.736,2480.3,134.77,-15.868,134.85,15.869,73.335,0.023546,73.335,0.018396,4.8551,0.13156,28.61,-80.599,9.7846,0.13322,-7.1342e-6,-0.092038,-0.0039712,13661,0,9.834,0.046379,200.31,157.97,2.6836,0.40814,21143493,0,83.063,0.48676,0.48679,0.2781,0.067006,0.14166,0.01658,0.044994,2.8795e-4,0,0,0,0,-4.8953e-7,0.017269,15.776,195.47,86.973,0.024328,NaN,-1.1219,748.72,330.62,0.05,0.053826
11.786,2487,133.98,-15.793,134.06,15.793,73.578,0.023774,73.578,0.018513,4.8502,0.057617,28.61,-80.599,9.7845,0.17957,-7.1421e-6,0.3123,-0.0053744,13661,0,9.834,0.046379,200.17,157.97,2.675,0.40576,21006231,0,81.988,0.48652,0.48657,0.27815,0.066963,0.1414,0.022405,0.059757,-4.2499e-4,0,0,0,0,5.7034e-6,0.017168,15.776,195.47,86.978,0.019979,NaN,-1.1656,748.08,330.59,0.05,0.053965
11.836,2493.7,133.19,-15.715,133.28,15.715,73.82,0.023999,73.82,0.018627,4.8477,0.065758,28.61,-80.599,9.7845,0.17193,-6.9381e-6,0.78167,-0.0053427,13661,0,9.834,0.046379,200.19,157.97,2.6758,0.4034,2.087e7,0,80.928,0.48628,0.48633,0.27821,0.066921,0.14115,0.02144,0.057645,-1.6669e-4,0,0,0,0,3.6156e-5,0.017067,15.776,195.47,87.005,0.017996,NaN,-1.209,747.43,330.57,0.05,0.054103
11.886,2500.3,132.4,-15.633,132.49,15.633,74.063,0.024222,74.063,0.018738,4.8421,0.17105,28.61,-80.599,9.7845,0.098174,-6.9262e-6,1.1362,-0.0093509,13661,0,9.834,0.046379,200.38,157.97,2.6882,0.40106,20736184,0,79.883,0.48605,0.48606,0.27826,0.06688,0.14091,0.012189,0.03282,-1.417e-4,0,0,0,0,7.7294e-5,0.016967,15.776,195.47,87.054,0.018736,NaN,-1.2522,746.79,330.54,0.05,0.054245
11.936,2506.9,131.62,-15.552,131.71,15.554,74.305,0.024441,74.305,0.018846,4.8307,0.2788,28.61,-80.599,9.7845,0.0195,-6.8948e-6,1.2756,-0.045553,13661,0,9.834,0.046379,200.6,157.97,2.7017,0.39874,20603538,0,78.857,0.48582,0.48582,0.27831,0.066839,0.14067,0.0024099,0.0064522,-3.8883e-4,0,0,0,0,9.8577e-5,0.016867,15.776,195.47,87.115,0.02242,NaN,-1.2951,746.19,330.51,0.05,0.054455
11.986,2513.5,130.85,-15.472,130.94,15.477,74.546,0.024658,74.546,0.018952,4.814,0.39562,28.61,-80.599,9.7845,0.06772,-6.8922e-6,-1.2192,-0.016519,13661,0,9.834,0.046379,200.45,157.97,2.6926,0.39643,20471817,0,77.847,0.48559,0.4856,0.27836,0.066799,0.14043,0.0083915,0.022861,2.3557e-4,0,0,0,0,-9.1129e-5,0.016768,15.776,195.47,87.178,0.030013,NaN,-1.3377,745.59,330.49,0.05,0.054612
12.036,2520,130.08,-15.396,130.16,15.403,74.786,0.024874,74.786,0.019057,4.7926,0.44206,28.61,-80.599,9.7844,0.1071,-6.8983e-6,-0.98936,-0.010162,13661,0,9.834,0.046379,200.34,157.97,2.6852,0.39412,2.034e7,0,76.846,0.48537,0.48538,0.27842,0.066759,0.14019,0.013299,0.035498,3.0882e-4,0,0,0,0,-6.0721e-5,0.016669,15.776,195.47,87.234,0.041444,NaN,-1.3801,744.99,330.46,0.05,0.054828
12.086,2526.5,129.31,-15.323,129.4,15.33,75.025,0.025091,75.025,0.019162,4.7698,0.47035,28.61,-80.599,9.7844,0.13362,-6.8521e-6,-0.7026,-0.0055546,13661,0,9.834,0.046379,200.25,157.97,2.68,0.39181,20209290,0,75.857,0.48514,0.48517,0.27847,0.066719,0.13996,0.016616,0.044104,3.7437e-4,0,0,0,0,-3.0988e-5,0.01657,15.776,195.47,87.277,0.052895,NaN,-1.4223,744.4,330.44,0.05,0.054983
