# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
6.7362,1559.6,248.18,-34.589,248.3,34.607,43.156,0.0036463,43.156,0.0048409,7.727,1.1229,28.61,-80.6,9.7874,0.019173,-6.3635e-6,0.16294,-0.024606,13661,0,9.834,0.046379,202.85,157.97,2.8446,0.74309,41973847,0,339.12,0.53466,0.53467,0.26719,0.075689,0.19178,0.0024362,0.007009,1.6605e-4,0,0,0,0,4.5284e-7,0.031795,15.776,195.47,87.742,0.019421,NaN,4.8627,839.53,334.25,0.05,0.037313
6.7862,1571.9,246.46,-34.172,246.58,34.193,43.541,0.0037604,43.541,0.0049483,7.6696,1.2002,28.61,-80.6,9.7873,0.034622,-6.3963e-6,0.41501,-0.034026,13661,0,9.834,0.046379,202.76,157.97,2.8385,0.73806,41643350,0,333.47,0.53374,0.53374,0.2674,0.075517,0.19082,0.0044007,0.012827,-2.9307e-4,0,0,0,0,2.9788e-6,0.031575,15.776,195.47,87.728,0.047111,NaN,4.7824,838.28,334.2,0.05,0.037473
6.8362,1584.2,244.76,-33.772,244.88,33.789,43.923,0.0038917,43.923,0.0050765,7.6118,1.0522,28.61,-80.6,9.7873,0.010137,-6.1836e-6,0.69458,-0.13158,13661,0,9.834,0.046379,202.77,157.97,2.8398,0.73309,41316384,0,327.94,0.53282,0.53282,0.26761,0.075349,0.18986,0.001286,0.0037988,-2.0286e-4,0,0,0,0,8.4601e-6,0.031357,15.776,195.47,87.699,0.061575,NaN,4.7025,837.04,334.15,0.05,0.037637
6.8862,1596.4,243.08,-33.385,243.2,33.395,44.303,0.0040463,44.303,0.005233,7.5651,0.824,28.61,-80.6,9.7873,0.030094,-6.2595e-6,-0.59821,-0.043387,13661,0,9.834,0.046379,202.67,157.97,2.833,0.72816,40993212,0,322.52,0.53192,0.53193,0.26781,0.075183,0.18893,0.0038199,0.010908,-1.7054e-4,0,0,0,0,-6.3625e-6,0.031142,15.776,195.47,87.665,0.055184,NaN,4.6233,835.8,334.1,0.05,0.037802
6.9362,1608.5,241.42,-33.005,241.54,33.011,44.68,0.0042194,44.68,0.0054107,7.5288,0.63765,28.61,-80.6,9.7872,0.062552,-6.779e-6,-0.1274,-0.02508,13661,0,9.834,0.046379,202.53,157.97,2.824,0.72328,40673837,0,317.23,0.53104,0.53105,0.26801,0.07502,0.18801,0.0079503,0.022891,-4.8821e-4,0,0,0,0,-2.9257e-7,0.03093,15.776,195.47,87.645,0.03003,NaN,4.5445,834.57,334.05,0.05,0.037966
6.9862,1620.6,239.78,-32.628,239.9,32.633,45.056,0.0043978,45.056,0.0055926,7.4996,0.54948,28.61,-80.6,9.7872,0.075923,-6.4839e-6,0.57143,-0.020723,13661,0,9.834,0.046379,202.44,157.97,2.8186,0.71846,40358105,0,312.04,0.53018,0.53018,0.26821,0.074861,0.1871,0.0096519,0.026728,5.4387e-5,0,0,0,0,5.9666e-6,0.03072,15.776,195.47,87.656,0.0064439,NaN,4.4663,833.36,334.01,0.05,0.038136
7.0362,1632.5,238.16,-32.247,238.28,32.257,45.43,0.0045698,45.43,0.0057634,7.4674,0.80573,28.61,-80.6,9.7872,0.023585,-6.7844e-6,1.1043,-0.056906,13661,0,9.834,0.046379,202.54,157.97,2.8251,0.7137,40047208,0,306.98,0.52933,0.52933,0.2684,0.074704,0.18622,0.0029881,0.0086637,1.5754e-5,0,0,0,0,2.2589e-5,0.030512,15.776,195.47,87.7,-0.0079035,NaN,4.3887,832.15,333.96,0.05,0.038298
7.0862,1644.4,236.56,-31.877,236.67,31.892,45.802,0.004729,45.802,0.0059157,7.4215,0.97469,28.61,-80.6,9.7871,0.014937,-6.9308e-6,-1.0952,-0.073158,13661,0,9.834,0.046379,202.52,157.97,2.8237,0.70899,39739490,0,302.03,0.52849,0.52849,0.26859,0.074551,0.18535,0.0018906,0.005524,-1.4785e-4,0,0,0,0,-2.2519e-5,0.030307,15.776,195.47,87.756,-0.0015575,NaN,4.3115,830.95,333.91,0.05,0.03846
7.1362,1656.2,234.97,-31.513,235.09,31.537,46.172,0.0048795,46.172,0.0060551,7.3671,1.2434,28.61,-80.6,9.7871,0.072641,-7.3576e-6,-0.724,-0.017624,13661,0,9.834,0.046379,202.31,157.97,2.8105,0.70434,39436332,0,297.19,0.52767,0.52768,0.26878,0.0744,0.18449,0.0092194,0.026285,4.7376e-4,0,0,0,0,-9.9743e-6,0.030104,15.776,195.47,87.804,0.01961,NaN,4.2349,829.75,333.87,0.05,0.038633
7.1862,1667.9,233.4,-31.167,233.52,31.19,46.539,0.0050315,46.539,0.0061945,7.3038,1.1972,28.61,-80.6,9.7871,0.068676,-7.8288e-6,0.0086372,-0.016298,13661,0,9.834,0.046379,202.28,157.97,2.8084,0.69973,39136020,0,292.45,0.52687,0.52687,0.26896,0.074252,0.18365,0.00871,0.024955,3.5809e-4,0,0,0,0,0,0.029903,15.776,195.47,87.822,0.045262,NaN,4.1588,828.57,333.82,0.05,0.038798
7.2362,1679.5,231.85,-30.834,231.97,30.85,46.902,0.0051951,46.902,0.0063464,7.2489,1.0029,28.61,-80.6,9.787,0.033136,-8.2192e-6,0.46116,-0.031666,13661,0,9.834,0.046379,202.34,157.97,2.8121,0.69517,38839226,0,287.8,0.52607,0.52607,0.26914,0.074107,0.18282,0.0041923,0.011626,2.0139e-5,0,0,0,0,4.1566e-6,0.029704,15.776,195.47,87.809,0.063593,NaN,4.0832,827.39,333.77,0.05,0.038976
7.2862,1691.1,230.32,-30.507,230.43,30.519,47.264,0.0053774,47.264,0.0065188,7.2028,0.85585,28.61,-80.6,9.787,0.0049386,-8.2603e-6,0.58087,-0.18477,13661,0,9.834,0.046379,202.38,157.97,2.8145,0.69067,38546461,0,283.26,0.5253,0.5253,0.26932,0.073964,0.18201,6.2354e-4,0.0022102,-1.0739e-4,0,0,0,0,6.6828e-6,0.029508,15.776,195.47,87.781,0.064342,NaN,4.0081,826.22,333.73,0.05,0.039162
7.3362,1702.5,228.8,-30.184,228.92,30.194,47.623,0.0055771,47.623,0.0067099,7.162,0.79581,28.61,-80.6,9.7869,0.0071183,-8.2314e-6,-0.57151,-0.092004,13661,0,9.834,0.046379,202.33,157.97,2.8115,0.68622,38257579,0,278.82,0.52453,0.52453,0.26949,0.073824,0.18122,8.9845e-4,0.0021322,-8.8621e-5,0,0,0,0,-6.5551e-6,0.029313,15.776,195.47,87.751,0.05053,NaN,3.9335,825.06,333.68,0.05,0.039338
7.3862,1713.9,227.3,-29.87,227.41,29.878,47.98,0.0057877,47.98,0.0069115,7.1246,0.67878,28.61,-80.6,9.7869,0.030595,-8.3076e-6,-0.43619,-0.019692,13661,0,9.834,0.046379,202.22,157.97,2.8047,0.68181,37971612,0,274.47,0.52378,0.52378,0.26966,0.073687,0.18043,0.003865,0.010782,3.6985e-4,0,0,0,0,-3.8689e-6,0.029121,15.776,195.47,87.724,0.026232,NaN,3.8594,823.91,333.64,0.05,0.039503
7.4362,1725.3,225.82,-29.563,225.93,29.568,48.335,0.0059982,48.335,0.0071102,7.0946,0.52223,28.61,-80.6,9.7869,0.06207,-8.4027e-6,-0.050261,-0.009573,13661,0,9.834,0.046379,202.09,157.97,2.7965,0.67743,37688344,0,270.21,0.52304,0.52305,0.26983,0.073551,0.17966,0.0078516,0.022402,-1.7656e-4,0,0,0,0,-5.2049e-8,0.028931,15.776,195.47,87.711,0.0047331,NaN,3.7857,822.76,333.59,0.05,0.039659
7.4862,1736.5,224.35,-29.254,224.46,29.261,48.689,0.0062002,48.689,0.0072962,7.0679,0.59985,28.61,-80.6,9.7868,0.043169,-8.3442e-6,0.43824,-0.011927,13661,0,9.834,0.046379,202.11,157.97,2.7974,0.67312,37408963,0,266.03,0.52231,0.52232,0.27,0.073418,0.1789,0.0054527,0.015086,1.1242e-4,0,0,0,0,4.0091e-6,0.028742,15.776,195.47,87.722,-0.0012551,NaN,3.7126,821.62,333.55,0.05,0.039816
7.5362,1747.7,222.89,-28.948,223,28.958,49.042,0.0063913,49.042,0.007467,7.0334,0.78068,28.61,-80.599,9.7868,8.759e-4,-8.2291e-6,0.13694,-0.60009,13661,0,9.834,0.046379,202.19,157.97,2.8027,0.66885,37132959,0,261.94,0.5216,0.5216,0.27016,0.073288,0.17816,1.1033e-4,2.2903e-4,-1.9686e-4,0,0,0,0,3.9655e-7,0.028556,15.776,195.47,87.749,0.0026135,NaN,3.6399,820.49,333.5,0.05,0.039979
7.5862,1758.8,221.45,-28.649,221.56,28.664,49.393,0.0065742,49.393,0.0076261,6.9909,0.90202,28.61,-80.599,9.7868,0.030968,-8.1195e-6,-0.47259,-0.016517,13661,0,9.834,0.046379,202.07,157.97,2.7949,0.66461,3.686e7,0,257.94,0.5209,0.5209,0.27032,0.073159,0.17742,0.0039056,0.011268,-4.5338e-4,0,0,0,0,-4.7847e-6,0.028372,15.776,195.47,87.778,0.01175,NaN,3.5677,819.36,333.46,0.05,0.040138
7.6362,1769.9,220.03,-28.36,220.14,28.376,49.741,0.0067521,49.741,0.0077777,6.9445,0.93578,28.61,-80.599,9.7867,0.042581,-7.8663e-6,-0.16836,-0.0059852,13661,0,9.834,0.046379,202,157.97,2.7905,0.66042,36589466,0,254.01,0.52021,0.52021,0.27047,0.073033,0.1767,0.0053716,0.014523,3.1529e-4,0,0,0,0,-6.1511e-7,0.028189,15.776,195.47,87.794,0.021145,NaN,3.496,818.25,333.42,0.05,0.040371
7.6862,1780.8,218.62,-28.078,218.72,28.094,50.087,0.0069293,50.087,0.0079266,6.8978,0.93446,28.61,-80.599,9.7867,0.045357,-7.6579e-6,0.18463,-0.011954,13661,0,9.834,0.046379,201.95,157.97,2.7877,0.65627,36322320,0,250.16,0.51953,0.51953,0.27063,0.072909,0.17599,0.0057205,0.015724,3.024e-4,0,0,0,0,7.4938e-7,0.028008,15.776,195.47,87.794,0.031852,NaN,3.4247,817.14,333.37,0.05,0.040544
7.7362,1791.7,217.22,-27.803,217.33,27.818,50.431,0.0071099,50.431,0.0080778,6.8518,0.89827,28.61,-80.599,9.7867,0.038955,-7.8889e-6,0.51825,-0.016201,13661,0,9.834,0.046379,201.94,157.97,2.7866,0.65217,36058286,0,246.39,0.51886,0.51886,0.27078,0.072787,0.17529,0.0049093,0.013515,5.104e-5,0,0,0,0,5.9804e-6,0.027829,15.776,195.47,87.776,0.043424,NaN,3.3539,816.03,333.33,0.05,0.040723
7.7862,1802.5,215.83,-27.534,215.94,27.548,50.772,0.0072982,50.772,0.0082359,6.8079,0.86441,28.61,-80.599,9.7866,0.031802,-8.0785e-6,0.78254,-0.018804,13661,0,9.834,0.046379,201.92,157.97,2.7857,0.64811,35797444,0,242.7,0.5182,0.5182,0.27093,0.072667,0.17461,0.0040047,0.010649,2.0384e-4,0,0,0,0,1.381e-5,0.027652,15.776,195.47,87.743,0.045914,NaN,3.2835,814.94,333.29,0.05,0.040886
7.8362,1813.3,214.46,-27.275,214.57,27.284,51.112,0.0074949,51.112,0.0084017,6.7682,0.68566,28.61,-80.599,9.7866,0.010421,-8.0586e-6,-0.89621,-0.062323,13661,0,9.834,0.046379,201.95,157.97,2.7875,0.64408,35538760,0,239.07,0.51755,0.51755,0.27108,0.072549,0.17393,0.0013102,0.0035674,-2.725e-4,0,0,0,0,-1.8346e-5,0.027476,15.776,195.47,87.7,0.043358,NaN,3.2136,813.85,333.25,0.05,0.04105
7.8862,1824,213.11,-27.02,213.21,27.026,51.449,0.0076983,51.449,0.0085731,6.7383,0.53682,28.61,-80.599,9.7866,0.046355,-7.8816e-6,-0.67517,-0.011296,13661,0,9.834,0.046379,201.81,157.97,2.7789,0.64008,35282843,0,235.51,0.51692,0.51692,0.27122,0.072433,0.17326,0.0058378,0.015788,-3.453e-4,0,0,0,0,-1.0545e-5,0.027303,15.776,195.47,87.659,0.035924,NaN,3.1441,812.77,333.2,0.05,0.041213
7.9362,1834.6,211.76,-26.769,211.87,26.772,51.786,0.007906,51.786,0.0087472,6.7141,0.43018,28.61,-80.599,9.7865,0.071814,-8.1508e-6,-0.24451,-0.0091226,13661,0,9.834,0.046379,201.71,157.97,2.7723,0.63612,35029431,0,232.01,0.51629,0.5163,0.27136,0.072318,0.1726,0.0090537,0.024672,-3.5414e-4,0,0,0,0,-1.4006e-6,0.02713,15.776,195.47,87.636,0.027777,NaN,3.075,811.69,333.16,0.05,0.041367
7.9862,1845.2,210.43,-26.519,210.54,26.522,52.121,0.008114,52.121,0.0089196,6.6937,0.40434,28.61,-80.599,9.7865,0.076475,-8.0777e-6,0.29717,-0.011677,13661,0,9.834,0.046379,201.67,157.97,2.7695,0.6322,34778542,0,228.58,0.51567,0.51568,0.27151,0.072206,0.17196,0.0096405,0.026966,-8.1259e-5,0,0,0,0,2.0951e-6,0.02696,15.776,195.47,87.637,0.01671,NaN,3.0064,810.62,333.12,0.05,0.041522
8.0362,1855.7,209.11,-26.266,209.22,26.272,52.455,0.0083183,52.455,0.0090859,6.6703,0.56472,28.61,-80.599,9.7865,0.03339,-7.8855e-6,0.71178,-0.018731,13661,0,9.834,0.046379,201.76,157.97,2.7752,0.62832,34530815,0,225.22,0.51506,0.51506,0.27164,0.072095,0.17132,0.0041975,0.011857,3.4952e-4,0,0,0,0,1.2172e-5,0.026791,15.776,195.47,87.663,0.0092032,NaN,2.9383,809.56,333.08,0.05,0.04168
8.0862,1866.1,207.8,-26.017,207.91,26.027,52.788,0.0085164,52.788,0.0092437,6.6375,0.73097,28.61,-80.599,9.7864,0.013393,-7.88e-6,-0.77097,-0.046767,13661,0,9.834,0.046379,201.78,157.97,2.7769,0.62447,34285500,0,221.92,0.51446,0.51446,0.27178,0.071986,0.1707,0.0016812,0.0042945,-2.0563e-4,0,0,0,0,-1.4461e-5,0.026623,15.776,195.47,87.702,0.0050778,NaN,2.8705,808.51,333.04,0.05,0.041833
8.1362,1876.4,206.51,-25.773,206.61,25.79,53.119,0.008707,53.119,0.0093917,6.5962,0.93237,28.61,-80.599,9.7864,0.069743,-8.0671e-6,-0.4959,-0.0068082,13661,0,9.834,0.046379,201.59,157.97,2.7649,0.62067,34043095,0,218.69,0.51387,0.51388,0.27191,0.071879,0.17008,0.0087795,0.024509,-6.7284e-5,0,0,0,0,-6.0577e-6,0.026458,15.776,195.47,87.735,0.0038206,NaN,2.8032,807.46,333,0.05,0.041987
8.1862,1886.7,205.23,-25.541,205.33,25.557,53.447,0.0088902,53.447,0.0095304,6.549,0.89677,28.61,-80.599,9.7864,0.064793,-8.5058e-6,0.012749,-0.0024496,13661,0,9.834,0.046379,201.58,157.97,2.7639,0.61688,33802218,0,215.51,0.51329,0.5133,0.27205,0.071773,0.16947,0.0081514,0.022107,1.8369e-4,0,0,0,0,0,0.026293,15.776,195.47,87.747,0.0066876,NaN,2.7363,806.42,332.96,0.05,0.042141
8.2362,1897,203.95,-25.317,204.06,25.328,53.774,0.0090676,53.774,0.0096615,6.5075,0.76339,28.61,-80.599,9.7863,0.032487,-8.5812e-6,0.33164,1.7275e-4,13661,0,9.834,0.046379,201.64,157.97,2.7679,0.61312,33563590,0,212.38,0.51272,0.51272,0.27218,0.071669,0.16887,0.0040783,0.0112,4.9503e-4,0,0,0,0,2.7778e-6,0.02613,15.776,195.47,87.738,0.011671,NaN,2.6698,805.38,332.92,0.05,0.042297
8.2862,1907.1,202.69,-25.097,202.8,25.105,54.098,0.0092411,54.098,0.0097874,6.4726,0.63838,28.61,-80.599,9.7863,5.9533e-4,-8.5218e-6,0.43208,0.072248,13661,0,9.834,0.046379,201.7,157.97,2.7719,0.6094,33327563,0,209.31,0.51215,0.51215,0.27231,0.071566,0.16828,7.4576e-5,4.0983e-4,5.6655e-5,0,0,0,0,4.774e-6,0.025969,15.776,195.47,87.717,0.021643,NaN,2.6037,804.35,332.88,0.05,0.042459
8.3362,1917.2,201.45,-24.876,201.55,24.885,54.421,0.009414,54.421,0.0099113,6.4411,0.6566,28.61,-80.599,9.7863,0.0064215,-8.5179e-6,0.4244,-0.045634,13661,0,9.834,0.046379,201.66,157.97,2.7691,0.60573,33094749,0,206.31,0.5116,0.5116,0.27243,0.071466,0.1677,8.0444e-4,0.0025141,2.398e-4,0,0,0,0,4.6628e-6,0.025809,15.776,195.47,87.696,0.036753,NaN,2.538,803.33,332.84,0.05,0.042712
8.3862,1927.3,200.21,-24.656,200.31,24.668,54.742,0.0095915,54.742,0.010039,6.4056,0.7741,28.61,-80.599,9.7863,0.039375,-8.4952e-6,0.56231,-0.01915,13661,0,9.834,0.046379,201.54,157.97,2.7615,0.6021,32864935,0,203.37,0.51105,0.51105,0.27256,0.071367,0.16713,0.0049402,0.013368,3.095e-4,0,0,0,0,8.2867e-6,0.02565,15.776,195.47,87.672,0.048936,NaN,2.4728,802.31,332.8,0.05,0.043171
8.4362,1937.2,198.98,-24.451,199.08,24.458,55.061,0.0097773,55.061,0.010174,6.3699,0.5731,28.61,-80.599,9.7862,0.015866,-8.568e-6,-0.70804,-0.048778,13661,0,9.834,0.046379,201.58,157.97,2.764,0.59847,32635507,0,200.46,0.51051,0.51051,0.27268,0.071269,0.16656,0.0019874,0.0057085,-2.8293e-4,0,0,0,0,-1.3301e-5,0.025493,15.776,195.47,87.639,0.052814,NaN,2.4079,801.3,332.76,0.05,0.043333
8.4862,1947.2,197.76,-24.245,197.86,24.25,55.379,0.0099725,55.379,0.010318,6.3446,0.5002,28.61,-80.599,9.7862,0.036257,-8.4174e-6,-0.48927,-0.016017,13661,0,9.834,0.046379,201.5,157.97,2.7587,0.59488,32408971,0,197.61,0.50998,0.50998,0.2728,0.071172,0.16601,0.0045454,0.012866,1.6512e-5,0,0,0,0,-6.4299e-6,0.025337,15.776,195.47,87.608,0.049174,NaN,2.3434,800.3,332.72,0.05,0.043497
8.5362,1957,196.55,-24.043,196.66,24.047,55.696,0.010176,55.696,0.010468,6.3209,0.42506,28.61,-80.599,9.7862,0.056922,-8.4002e-6,-0.22362,-0.0072482,13661,0,9.834,0.046379,201.41,157.97,2.7534,0.59132,32184302,0,194.81,0.50945,0.50946,0.27292,0.071077,0.16546,0.0071424,0.019976,-2.8865e-4,0,0,0,0,-1.3597e-6,0.025182,15.776,195.47,87.59,0.04297,NaN,2.2794,799.3,332.68,0.05,0.043646
8.5862,1966.8,195.36,-23.845,195.46,23.847,56.011,0.010384,56.011,0.010622,6.3024,0.31241,28.61,-80.599,9.7861,0.087649,-8.3475e-6,0.21514,-0.0016732,13661,0,9.834,0.046379,201.3,157.97,2.7464,0.58777,31961108,0,192.04,0.50893,0.50895,0.27304,0.070983,0.16491,0.011014,0.030171,-4.213e-4,0,0,0,0,1.274e-6,0.025029,15.776,195.47,87.589,0.03843,NaN,2.2157,798.31,332.64,0.05,0.043793
8.6362,1976.6,194.17,-23.637,194.27,23.644,56.326,0.010596,56.326,0.010778,6.2827,0.56177,28.61,-80.599,9.7861,0.011984,-8.1125e-6,0.58854,1.2807e-4,13661,0,9.834,0.046379,201.49,157.97,2.7584,0.58429,31741925,0,189.35,0.50843,0.50843,0.27315,0.070892,0.16438,0.0014991,0.0045754,2.7388e-4,0,0,0,0,9.6506e-6,0.024877,15.776,195.47,87.611,0.033251,NaN,2.1524,797.32,332.6,0.05,0.043939
8.6862,1986.2,192.99,-23.439,193.09,23.448,56.639,0.010809,56.639,0.010935,6.2508,0.63554,28.61,-80.599,9.7861,0.014265,-8.0838e-6,-0.51586,-8.5608e-4,13661,0,9.834,0.046379,201.46,157.97,2.7565,0.58082,31523603,0,186.69,0.50792,0.50792,0.27327,0.070801,0.16386,0.0017841,0.0047065,2.6502e-4,0,0,0,0,-7.5051e-6,0.024726,15.776,195.47,87.639,0.02232,NaN,2.0895,796.35,332.57,0.05,0.044088
8.7362,1995.9,191.83,-23.245,191.93,23.256,56.951,0.01102,56.951,0.011087,6.2183,0.69262,28.61,-80.599,9.786,0.035686,-8.1048e-6,-0.38981,-0.0017886,13661,0,9.834,0.046379,201.38,157.97,2.7512,0.57737,31307320,0,184.07,0.50743,0.50743,0.27338,0.070711,0.16334,0.0044673,0.012154,3.9895e-4,0,0,0,0,-4.3377e-6,0.024577,15.776,195.47,87.663,0.012366,NaN,2.0269,795.37,332.53,0.05,0.044258
8.7862,2005.4,190.67,-23.053,190.77,23.068,57.261,0.011226,57.261,0.011233,6.1804,0.8314,28.61,-80.599,9.786,0.081541,-8.0585e-6,-0.067795,0.0029838,13661,0,9.834,0.046379,201.23,157.97,2.7416,0.57396,31094907,0,181.52,0.50694,0.50695,0.27349,0.070623,0.16283,0.010231,0.028032,-3.5106e-4,0,0,0,0,-1.328e-7,0.024429,15.776,195.47,87.675,0.0068162,NaN,1.9648,794.43,332.49,0.05,0.044482
8.8362,2014.9,189.52,-22.868,189.62,22.884,57.569,0.011426,57.569,0.011371,6.1379,0.83261,28.61,-80.599,9.786,0.08469,-8.2272e-6,0.4342,0.0051599,13661,0,9.834,0.046379,201.19,157.97,2.7396,0.57058,30884765,0,179.01,0.50646,0.50647,0.2736,0.070536,0.16232,0.010625,0.028855,-1.5469e-4,0,0,0,0,5.5132e-6,0.024282,15.776,195.47,87.666,0.0041678,NaN,1.903,793.52,332.45,0.05,0.044635
8.8862,2024.4,188.38,-22.694,188.48,22.703,57.875,0.011618,57.875,0.011501,6.1,0.65369,28.61,-80.599,9.786,0.030158,-8.4007e-6,0.77842,0.016991,13661,0,9.834,0.046379,201.33,157.97,2.748,0.5672,30675684,0,176.52,0.50598,0.50599,0.27371,0.07045,0.16182,0.0037711,0.010028,4.3938e-4,0,0,0,0,1.7935e-5,0.024136,15.776,195.47,87.634,0.0071698,NaN,1.8416,792.61,332.41,0.05,0.044788
8.9362,2033.8,187.25,-22.522,187.35,22.527,58.179,0.011804,58.179,0.011625,6.0718,0.49651,28.61,-80.599,9.7859,0.019843,-8.4443e-6,-0.78583,0.02796,13661,0,9.834,0.046379,201.33,157.97,2.7485,0.56386,30468706,0,174.09,0.50551,0.50551,0.27382,0.070365,0.16133,0.0024791,0.0065918,-3.9813e-4,0,0,0,0,-1.85e-5,0.023991,15.776,195.47,87.594,0.016279,NaN,1.7805,791.7,332.38,0.05,0.044946
8.9862,2043.1,186.13,-22.348,186.23,22.353,58.482,0.011988,58.482,0.011745,6.0482,0.47129,28.61,-80.599,9.7859,0.028315,-8.3647e-6,-0.63167,0.010534,13661,0,9.834,0.046379,201.29,157.97,2.7457,0.56055,30264340,0,171.7,0.50505,0.50505,0.27392,0.070282,0.16085,0.0035383,0.010142,2.0627e-4,0,0,0,0,-1.2098e-5,0.023847,15.776,195.47,87.558,0.031321,NaN,1.7199,790.8,332.34,0.05,0.045099
9.0362,2052.4,185.02,-22.179,185.11,22.183,58.784,0.012174,58.784,0.011866,6.0263,0.37601,28.61,-80.599,9.7859,0.059129,-8.2066e-6,-0.42105,0.0061524,13661,0,9.834,0.046379,201.18,157.97,2.7389,0.55726,30061067,0,169.35,0.5046,0.5046,0.27403,0.0702,0.16037,0.0074,0.02003,4.9801e-4,0,0,0,0,-5.4399e-6,0.023705,15.776,195.47,87.531,0.047603,NaN,1.6596,789.91,332.3,0.05,0.045256
9.0862,2061.6,183.91,-22.012,184.01,22.014,59.085,0.012366,59.085,0.011992,6.0094,0.32224,28.61,-80.599,9.7858,0.075976,-8.2619e-6,-0.047764,0.0044934,13661,0,9.834,0.046379,201.12,157.97,2.7346,0.55399,2.986e7,0,167.03,0.50415,0.50415,0.27413,0.070118,0.1599,0.0095151,0.026036,-4.9953e-4,0,0,0,0,-7.085e-8,0.023563,15.776,195.47,87.519,0.056494,NaN,1.5996,789.02,332.27,0.05,0.04541
9.1362,2070.8,182.82,-21.843,182.91,21.846,59.385,0.012568,59.385,0.012126,5.9927,0.35779,28.61,-80.599,9.7858,0.062201,-8.0328e-6,0.32157,0.0076569,13661,0,9.834,0.046379,201.13,157.97,2.7358,0.55075,2.966e7,0,164.75,0.5037,0.50371,0.27423,0.070038,0.15943,0.0077819,0.020805,4.582e-4,0,0,0,0,3.25e-6,0.023423,15.776,195.47,87.527,0.061558,NaN,1.54,788.14,332.23,0.05,0.045554
9.1862,2079.9,181.73,-21.675,181.83,21.68,59.684,0.012779,59.684,0.012267,5.9728,0.44641,28.61,-80.599,9.7858,0.029035,-8.2024e-6,0.55984,0.01429,13661,0,9.834,0.046379,201.21,157.97,2.7406,0.54754,29462190,0,162.51,0.50326,0.50326,0.27433,0.069959,0.15897,0.0036249,0.0095953,-1.3157e-4,0,0,0,0,9.9685e-6,0.023283,15.776,195.47,87.549,0.057727,NaN,1.4808,787.26,332.2,0.05,0.045704
9.2362,2088.9,180.65,-21.507,180.75,21.516,59.982,0.012998,59.982,0.012415,5.9467,0.6108,28.61,-80.599,9.7858,0.031575,-8.2046e-6,-0.56523,0.021627,13661,0,9.834,0.046379,201.18,157.97,2.7389,0.54436,29266615,0,160.31,0.50283,0.50283,0.27443,0.069882,0.15852,0.0039416,0.010568,-9.8483e-5,0,0,0,0,-1.0283e-5,0.023145,15.776,195.47,87.579,0.047985,NaN,1.4219,786.39,332.16,0.05,0.045853
9.2862,2097.9,179.58,-21.339,179.67,21.357,60.279,0.013221,60.279,0.012567,5.9098,0.88617,28.61,-80.599,9.7857,0.13088,-8.2815e-6,-0.17931,0.016295,13661,0,9.834,0.046379,200.89,157.97,2.7202,0.54122,29073818,0,158.17,0.50241,0.50244,0.27452,0.069806,0.15808,0.016426,0.044251,2.6123e-4,0,0,0,0,-1.0471e-6,0.023008,15.776,195.47,87.599,0.032526,NaN,1.3634,785.52,332.13,0.05,0.046003
9.3362,2106.9,178.51,-21.179,178.61,21.202,60.573,0.013444,60.573,0.012717,5.8615,0.99533,28.61,-80.599,9.7857,0.17209,-8.2671e-6,0.60395,0.021351,13661,0,9.834,0.046379,200.76,157.97,2.7118,0.53809,28882113,0,156.05,0.50199,0.50204,0.27462,0.06973,0.15764,0.021643,0.058729,-2.1457e-4,0,0,0,0,1.202e-5,0.022872,15.776,195.47,87.59,0.012369,NaN,1.3052,784.66,332.09,0.05,0.046148
9.3862,2115.8,177.46,-21.026,177.55,21.048,60.865,0.013662,60.865,0.01286,5.8123,0.9606,28.61,-80.599,9.7857,0.16091,-7.5133e-6,1.4224,0.027225,13661,0,9.834,0.046379,200.77,157.97,2.7127,0.53499,28691767,0,153.96,0.50158,0.50162,0.27471,0.069656,0.15721,0.02022,0.054446,3.3821e-4,0,0,0,0,6.7466e-5,0.022736,15.776,195.47,87.539,-0.0060918,NaN,1.2473,783.81,332.05,0.05,0.046302
